# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
lgt	Rv1614	Rv1614	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
lhr	Rv3296	Rv3296	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ligA	Rv3014c	Rv3014c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ligB	Rv3062	Rv3062	protein_coding	0	0	2	2	0	0	0	0	1	0	2	0	0	0	0	0	0	1
ligC	Rv3731	Rv3731	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
ligD	Rv0938	Rv0938	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
lipC	Rv0220	Rv0220	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
lipD	Rv1923	Rv1923	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
lipE	Rv3775	Rv3775	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
lipG	Rv0646c	Rv0646c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lipJ	Rv1900c	Rv1900c	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1
lipL	Rv1497	Rv1497	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
lipO	Rv1426c	Rv1426c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
lipP	Rv2463	Rv2463	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lipQ	Rv2485c	Rv2485c	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
lipR	Rv3084	Rv3084	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lipT	Rv2045c	Rv2045c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
lipU	Rv1076	Rv1076	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lipV	Rv3203	Rv3203	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
lipW	Rv0217c	Rv0217c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
lipX	Rv1169c	Rv1169c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
lipY	Rv3097c	Rv3097c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lldD2	Rv1872c	Rv1872c	protein_coding	0	0	1	4	0	0	0	0	2	0	1	0	0	0	0	0	0	2
lpdA	Rv3303c	Rv3303c	protein_coding	1	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	3
lpdB	Rv0794c	Rv0794c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
lpdC	Rv0462	Rv0462	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
lppA	Rv2543	Rv2543	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
lppB	Rv2544	Rv2544	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
lppC	Rv1911c	Rv1911c	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
lppD	Rv1899c	Rv1899c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
lppE	Rv1881c	Rv1881c	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
lppF	Rv1921c	Rv1921c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
lppG	Rv1946c	Rv1946c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lppH	Rv3576	Rv3576	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lppI	Rv2046	Rv2046	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lppJ	Rv2080	Rv2080	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	3
lppL	Rv2138	Rv2138	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lppN	Rv2270	Rv2270	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
lppO	Rv2290	Rv2290	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lppR	Rv2403c	Rv2403c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
lppT	Rv1799	Rv1799	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
lppV	Rv2796c	Rv2796c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
lppW	Rv2905	Rv2905	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
lppY	Rv2999	Rv2999	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
lppZ	Rv3006	Rv3006	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
lpqA	Rv3016	Rv3016	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0
lpqB	Rv3244c	Rv3244c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
lpqC	Rv3298c	Rv3298c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
lpqD	Rv3390	Rv3390	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lpqE	Rv3584	Rv3584	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
lpqF	Rv3593	Rv3593	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
lpqG	Rv3623	Rv3623	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lpqH	Rv3763	Rv3763	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
lpqI	Rv0237	Rv0237	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
lpqJ	Rv0344c	Rv0344c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
lpqK	Rv0399c	Rv0399c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
lpqL	Rv0418	Rv0418	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
lpqM	Rv0419	Rv0419	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
lpqN	Rv0583c	Rv0583c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lpqO	Rv0604	Rv0604	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lpqP	Rv0671	Rv0671	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
lpqQ	Rv0835	Rv0835	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
lpqR	Rv0838	Rv0838	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lpqS	Rv0847	Rv0847	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
lpqT	Rv1016c	Rv1016c	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
lpqV	Rv1064c	Rv1064c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
lpqW	Rv1166	Rv1166	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
lpqX	Rv1228	Rv1228	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
lpqY	Rv1235	Rv1235	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
lpqZ	Rv1244	Rv1244	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
lprA	Rv1270c	Rv1270c	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
lprB	Rv1274	Rv1274	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lprC	Rv1275	Rv1275	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lprD	Rv1343c	Rv1343c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lprE	Rv1252c	Rv1252c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lprF	Rv1368	Rv1368	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
lprG	Rv1411c	Rv1411c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lprH	Rv1418	Rv1418	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
lprJ	Rv1690	Rv1690	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
lprK	Rv0173	Rv0173	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
lprL	Rv0593	Rv0593	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
lprM	Rv1970	Rv1970	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
lprO	Rv0179c	Rv0179c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
lprP	Rv0962c	Rv0962c	protein_coding	0	0	1	6	0	0	0	0	1	0	1	0	0	0	0	0	0	5
lprQ	Rv0483	Rv0483	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
lrpA	Rv3291c	Rv3291c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lsr2	Rv3597c	Rv3597c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ltp1	Rv2790c	Rv2790c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ltp3	Rv3523	Rv3523	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ltp4	Rv3522	Rv3522	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
lysA	Rv1293	Rv1293	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lysS	Rv3598c	Rv3598c	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
lysX	Rv1640c	Rv1640c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
mak	Rv0127	Rv0127	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
malQ	Rv1781c	Rv1781c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mapB	Rv2861c	Rv2861c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mazE1	Rv0456B	Rv0456B	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mazE2	Rv0660c	Rv0660c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mazE4	Rv1494	Rv1494	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mazE5	Rv1943c	Rv1943c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mazE7	Rv2063	Rv2063	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mazE8	Rv2274A	Rv2274A	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
mazE9	Rv2801A	Rv2801A	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
mazF1	Rv0456A	Rv0456A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mazF2	Rv0659c	Rv0659c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mazF4	Rv1495	Rv1495	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mazF5	Rv1942c	Rv1942c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mazF7	Rv2063A	Rv2063A	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mazF8	Rv2274c	Rv2274c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
mazF9	Rv2801c	Rv2801c	protein_coding	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1
mbtA	Rv2384	Rv2384	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mbtB	Rv2383c	Rv2383c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mbtE	Rv2380c	Rv2380c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
mbtF	Rv2379c	Rv2379c	protein_coding	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0
mbtG	Rv2378c	Rv2378c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
mbtI	Rv2386c	Rv2386c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mbtJ	Rv2385	Rv2385	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mbtK	Rv1347c	Rv1347c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mbtL	Rv1344	Rv1344	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mbtM	Rv1345	Rv1345	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mbtN	Rv1346	Rv1346	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mca	Rv1082	Rv1082	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
mce1A	Rv0169	Rv0169	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
mce1B	Rv0170	Rv0170	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
mce1C	Rv0171	Rv0171	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
mce1D	Rv0172	Rv0172	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
mce1F	Rv0174	Rv0174	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
mce1R	Rv0165c	Rv0165c	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
mce2A	Rv0589	Rv0589	protein_coding	0	0	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	3
mce2C	Rv0591	Rv0591	protein_coding	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	1	3
mce2D	Rv0592	Rv0592	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
mce2F	Rv0594	Rv0594	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
mce2R	Rv0586	Rv0586	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
mce3A	Rv1966	Rv1966	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
mce3B	Rv1967	Rv1967	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
mce3C	Rv1968	Rv1968	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	2
mce3D	Rv1969	Rv1969	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
mce3F	Rv1971	Rv1971	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1
mce3R	Rv1963c	Rv1963c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
mce4A	Rv3499c	Rv3499c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mce4B	Rv3498c	Rv3498c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mce4C	Rv3497c	Rv3497c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mce4D	Rv3496c	Rv3496c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mctB	Rv1698	Rv1698	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mdh	Rv1240	Rv1240	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
mec	Rv1334	Rv1334	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
menA	Rv0534c	Rv0534c	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
menB	Rv0548c	Rv0548c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
menC	Rv0553	Rv0553	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
menD	Rv0555	Rv0555	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
menE	Rv0542c	Rv0542c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
menH	Rv0558	Rv0558	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
merT	Rv2877c	Rv2877c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
mesJ	Rv3625c	Rv3625c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
mesT	Rv3176c	Rv3176c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
metA	Rv3341	Rv3341	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
metB	Rv1079	Rv1079	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
metC	Rv3340	Rv3340	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
metE	Rv1133c	Rv1133c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
metH	Rv2124c	Rv2124c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
metK	Rv1392	Rv1392	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
metS	Rv1007c	Rv1007c	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	2
metZ	Rv0391	Rv0391	protein_coding	0	0	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	12
mfd	Rv1020	Rv1020	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mgtA	Rv0557	Rv0557	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mgtC	Rv1811	Rv1811	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	5
mhpE	Rv3469c	Rv3469c	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
miaA	Rv2727c	Rv2727c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mihF	Rv1388	Rv1388	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mkl	Rv0655	Rv0655	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mku	Rv0937c	Rv0937c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
mmaA1	Rv0645c	Rv0645c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmaA2	Rv0644c	Rv0644c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmaA3	Rv0643c	Rv0643c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmpL1	Rv0402c	Rv0402c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
mmpL10	Rv1183	Rv1183	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
mmpL11	Rv0202c	Rv0202c	protein_coding	0	0	1	4	0	0	0	0	3	0	1	0	0	0	0	0	0	1
mmpL12	Rv1522c	Rv1522c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
mmpL2	Rv0507	Rv0507	protein_coding	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	2
mmpL3	Rv0206c	Rv0206c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmpL4	Rv0450c	Rv0450c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmpL5	Rv0676c	Rv0676c	protein_coding	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1
mmpL6	Rv1557	Rv1557	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mmpL8	Rv3823c	Rv3823c	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmpL9	Rv2339	Rv2339	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmpS1	Rv0403c	Rv0403c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
mmpS2	Rv0506	Rv0506	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
mmpS3	Rv2198c	Rv2198c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
mmpS4	Rv0451c	Rv0451c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmpS5	Rv0677c	Rv0677c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
mmr	Rv3065	Rv3065	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
mmsA	Rv0753c	Rv0753c	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	1
mmsB	Rv0751c	Rv0751c	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0	0	0
mmuM	Rv2458	Rv2458	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mntH	Rv0924c	Rv0924c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
moaA1	Rv3109	Rv3109	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
moaA2	Rv0869c	Rv0869c	protein_coding	0	0	1	7	0	0	0	0	4	0	1	0	0	0	0	0	0	3
moaB1	Rv3110	Rv3110	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
moaB2	Rv0984	Rv0984	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
moaC1	Rv3111	Rv3111	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
moaC2	Rv0864	Rv0864	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
moaC3	Rv3324c	Rv3324c	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
moaD2	Rv0868c	Rv0868c	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	4
moaE1	Rv3119	Rv3119	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
moaE2	Rv0866	Rv0866	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
moaR1	Rv3124	Rv3124	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
moaX	Rv3323c	Rv3323c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
mobA	Rv2453c	Rv2453c	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
modA	Rv1857	Rv1857	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
modB	Rv1858	Rv1858	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
modC	Rv1859	Rv1859	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
moeA1	Rv0994	Rv0994	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
moeB1	Rv3206c	Rv3206c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
moeB2	Rv3116	Rv3116	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
moeW	Rv2338c	Rv2338c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
moeX	Rv1681	Rv1681	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
moeY	Rv1355c	Rv1355c	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
mog	Rv0865	Rv0865	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
moxR1	Rv1479	Rv1479	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
moxR2	Rv3692	Rv3692	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
moxR3	Rv3164c	Rv3164c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mpg	Rv1688	Rv1688	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
mprA	Rv0981	Rv0981	protein_coding	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	9
mprB	Rv0982	Rv0982	protein_coding	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	7
mpt53	Rv2878c	Rv2878c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
mpt64	Rv1980c	Rv1980c	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
mpt70	Rv2875	Rv2875	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
mpt83	Rv2873	Rv2873	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mqo	Rv2852c	Rv2852c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mrp	Rv1229c	Rv1229c	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
